id_modulo,id_franja,fecha,tipo_solucion,fuente_ils,vol_aplicado_m3,tasa_riego_lhm2,cu_entrada_gpl,acid_entrada_gpl,fe_total_entrada_gpl,fe2_entrada_gpl,cl_entrada_gpl,sio2_entrada_gpl,mn_entrada_gpl
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-02,refino,,1855.1,7.73,0.321,10.64,1.063,0.346,0.274,0.08,0.068
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-02,refino,,2159.6,9.0,0.31,10.29,0.927,0.321,0.292,0.086,0.071
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-02,refino,,1820.9,7.59,0.336,10.48,0.897,0.297,0.266,0.077,0.078
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-02,refino,,1989.4,8.29,0.316,10.65,1.035,0.308,0.268,0.086,0.075
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-02,refino,,2181.1,9.09,0.32,10.35,0.997,0.334,0.269,0.085,0.069
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-02,refino,,2130.2,8.88,0.335,10.74,1.082,0.387,0.269,0.082,0.075
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-02,ils,PAD-01-C01-F05,1827.3,7.61,1.957,5.31,3.88,1.643,0.986,0.255,0.083
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-02,ils,PAD-01-C01-F05,2137.5,8.91,1.001,4.28,2.411,1.22,0.608,0.127,0.129
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-03,refino,,1869.4,7.79,0.314,10.76,0.928,0.282,0.267,0.086,0.075
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-03,refino,,2052.6,8.55,0.333,10.63,1.072,0.366,0.308,0.088,0.072
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-03,refino,,1906.3,7.94,0.322,10.38,0.98,0.29,0.261,0.091,0.076
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-03,refino,,2017.4,8.41,0.319,10.89,1.067,0.358,0.296,0.083,0.071
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-03,refino,,2071.9,8.63,0.34,10.74,0.968,0.311,0.286,0.092,0.077
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-03,refino,,1936.7,8.07,0.32,10.74,0.898,0.294,0.308,0.087,0.069
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-03,refino,,2083.7,8.68,0.331,10.56,1.014,0.338,0.31,0.078,0.069
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-03,refino,,1987.2,8.28,0.309,10.73,1.047,0.317,0.288,0.092,0.074
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-03,ils,PAD-01-C01-F05,1992.1,8.3,2.397,4.93,1.868,0.94,0.656,0.216,0.058
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-03,ils,PAD-01-C01-F05,2130.7,8.88,1.081,7.75,2.455,1.177,0.523,0.162,0.183
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-04,refino,,1973.8,8.22,0.322,11.26,0.987,0.342,0.274,0.082,0.067
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-04,refino,,1961.2,8.17,0.33,11.18,1.003,0.336,0.272,0.076,0.078
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-04,refino,,1860.1,7.75,0.311,11.29,1.081,0.361,0.283,0.09,0.069
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-04,refino,,1964.7,8.19,0.319,11.26,1.073,0.36,0.268,0.084,0.07
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-04,refino,,2146.2,8.94,0.312,10.34,1.03,0.333,0.31,0.077,0.078
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-04,refino,,1808.4,7.53,0.309,10.78,0.934,0.31,0.263,0.076,0.077
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-04,refino,,1877.3,7.82,0.329,11.09,0.902,0.31,0.277,0.082,0.068
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-04,refino,,2127.8,8.87,0.326,10.82,1.082,0.341,0.313,0.088,0.08
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-04,ils,PAD-01-C01-F05,2155.3,8.98,3.478,4.66,3.49,1.889,0.88,0.212,0.291
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-04,ils,PAD-01-C01-F05,1875.0,7.81,2.249,6.61,1.905,0.984,0.38,0.377,0.262
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-05,refino,,2032.8,8.47,0.315,10.69,1.062,0.319,0.296,0.079,0.079
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-05,refino,,2024.3,8.43,0.321,10.55,0.977,0.348,0.291,0.084,0.077
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-05,refino,,1944.6,8.1,0.322,10.64,0.92,0.313,0.312,0.091,0.079
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-05,refino,,1973.6,8.22,0.317,10.97,1.079,0.368,0.29,0.087,0.078
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-05,refino,,2159.9,9.0,0.333,10.75,0.945,0.308,0.28,0.091,0.074
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-05,refino,,1981.7,8.26,0.319,10.97,0.993,0.3,0.312,0.082,0.073
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-05,refino,,1875.5,7.81,0.326,11.04,1.065,0.316,0.318,0.087,0.07
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-05,refino,,1875.0,7.81,0.317,11.22,0.948,0.307,0.302,0.09,0.076
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-05,ils,PAD-01-C01-F05,2093.7,8.72,1.433,8.39,2.189,0.741,1.179,0.181,0.084
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-05,ils,PAD-01-C01-F05,2043.0,8.51,1.797,4.67,3.003,1.585,1.014,0.162,0.189
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-06,refino,,1800.7,7.5,0.332,10.75,1.078,0.354,0.27,0.083,0.069
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-06,refino,,2143.5,8.93,0.33,10.65,0.995,0.335,0.307,0.077,0.067
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-06,refino,,1839.1,7.66,0.321,10.78,0.918,0.294,0.287,0.077,0.08
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-06,refino,,2032.3,8.47,0.32,10.82,0.953,0.333,0.295,0.084,0.08
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-06,refino,,2127.5,8.86,0.334,10.52,0.921,0.312,0.288,0.087,0.077
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-06,refino,,1911.2,7.96,0.317,10.81,0.945,0.318,0.305,0.084,0.077
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-06,refino,,1997.0,8.32,0.331,10.52,1.037,0.353,0.277,0.085,0.079
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-06,refino,,1893.0,7.89,0.332,11.31,1.062,0.339,0.297,0.092,0.075
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-06,ils,PAD-01-C01-F05,1839.4,7.66,1.114,7.95,2.559,0.957,0.613,0.403,0.166
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-06,ils,PAD-01-C01-F05,2139.7,8.92,2.837,8.87,3.721,1.401,0.893,0.108,0.298
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-07,refino,,1923.8,8.02,0.327,11.23,1.043,0.309,0.316,0.076,0.075
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-07,refino,,2022.8,8.43,0.333,10.44,0.926,0.317,0.27,0.084,0.077
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-07,refino,,2053.1,8.55,0.315,10.61,1.082,0.349,0.264,0.079,0.071
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-07,refino,,2191.9,9.13,0.318,10.31,0.992,0.296,0.277,0.092,0.077
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-07,refino,,1813.7,7.56,0.322,10.46,0.915,0.303,0.291,0.088,0.079
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-07,refino,,1891.8,7.88,0.338,10.84,0.942,0.328,0.263,0.085,0.077
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-07,refino,,1905.1,7.94,0.336,10.54,1.057,0.315,0.271,0.082,0.079
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-07,refino,,1851.1,7.71,0.336,10.52,0.98,0.31,0.268,0.092,0.073
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-07,ils,PAD-01-C01-F05,2068.7,8.62,2.438,6.51,3.041,1.732,0.929,0.313,0.211
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-07,ils,PAD-01-C01-F05,2035.2,8.48,2.083,7.12,2.609,1.376,1.172,0.484,0.255
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-08,refino,,1966.8,8.2,0.334,11.36,0.96,0.297,0.277,0.077,0.072
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-08,refino,,1800.5,7.5,0.312,10.57,0.922,0.315,0.267,0.09,0.069
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-08,refino,,1836.8,7.65,0.308,11.05,0.941,0.307,0.268,0.092,0.068
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-08,refino,,1957.7,8.16,0.335,10.54,0.943,0.326,0.277,0.076,0.073
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-08,refino,,1798.5,7.49,0.337,10.97,1.006,0.308,0.302,0.087,0.067
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-08,refino,,2144.6,8.94,0.327,11.13,0.943,0.284,0.302,0.089,0.072
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-08,refino,,1803.0,7.51,0.334,10.5,0.958,0.32,0.267,0.077,0.067
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-08,refino,,2158.8,9.0,0.318,10.99,1.086,0.366,0.292,0.084,0.072
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-08,ils,PAD-01-C01-F05,2032.6,8.47,3.397,7.94,2.561,1.024,1.095,0.154,0.262
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-08,ils,PAD-01-C01-F05,1895.2,7.9,2.789,8.03,2.692,0.963,1.06,0.247,0.13
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-09,refino,,2122.1,8.84,0.315,10.66,1.077,0.378,0.294,0.084,0.073
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-09,refino,,1816.9,7.57,0.337,11.16,0.981,0.306,0.281,0.078,0.077
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-09,refino,,2015.4,8.4,0.315,10.95,1.084,0.327,0.288,0.084,0.069
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-09,refino,,2005.4,8.36,0.328,10.45,0.921,0.322,0.279,0.086,0.075
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-09,refino,,2128.0,8.87,0.332,11.19,1.014,0.327,0.284,0.082,0.072
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-09,refino,,1845.1,7.69,0.322,10.7,0.897,0.279,0.305,0.085,0.078
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-09,refino,,2009.8,8.37,0.336,11.14,0.91,0.325,0.262,0.086,0.078
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-09,refino,,1925.8,8.02,0.327,10.67,0.903,0.265,0.267,0.077,0.075
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-09,ils,PAD-01-C01-F05,2003.1,8.35,2.139,7.46,1.542,0.588,1.0,0.464,0.16
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-09,ils,PAD-01-C01-F05,1826.0,7.61,2.997,8.43,2.534,0.945,0.34,0.336,0.277
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-10,refino,,1999.3,8.33,0.32,10.7,0.999,0.316,0.303,0.082,0.072
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-10,refino,,2039.4,8.5,0.31,10.99,0.99,0.32,0.303,0.088,0.079
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-10,refino,,1942.9,8.1,0.318,11.05,1.006,0.336,0.294,0.089,0.069
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-10,refino,,2015.0,8.4,0.313,10.72,1.022,0.333,0.283,0.091,0.078
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-10,refino,,2003.3,8.35,0.339,10.74,1.046,0.318,0.278,0.081,0.068
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-10,refino,,1993.5,8.31,0.314,10.96,0.928,0.28,0.318,0.087,0.08
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-10,refino,,1988.8,8.29,0.309,10.9,1.001,0.295,0.311,0.086,0.077
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-10,refino,,1990.4,8.29,0.328,10.55,1.083,0.346,0.271,0.077,0.076
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-10,ils,PAD-01-C01-F05,2185.4,9.11,3.239,7.51,3.976,2.055,0.605,0.34,0.07
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-10,ils,PAD-01-C01-F05,1881.9,7.84,2.044,5.01,3.884,2.325,0.634,0.384,0.152
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-11,refino,,1934.8,8.06,0.325,10.32,1.019,0.336,0.301,0.085,0.073
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-11,refino,,1933.1,8.05,0.315,10.82,0.896,0.282,0.301,0.077,0.067
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-11,refino,,2053.4,8.56,0.321,11.14,1.076,0.383,0.286,0.08,0.075
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-11,refino,,2043.9,8.52,0.328,10.62,0.903,0.277,0.27,0.078,0.08
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-11,refino,,1799.0,7.5,0.327,11.3,0.962,0.315,0.302,0.081,0.073
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-11,refino,,2119.2,8.83,0.332,11.15,1.086,0.345,0.305,0.086,0.076
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-11,refino,,2088.4,8.7,0.332,11.23,0.96,0.322,0.278,0.086,0.077
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-11,refino,,2108.8,8.79,0.322,10.83,0.957,0.291,0.276,0.091,0.071
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-11,ils,PAD-01-C01-F05,2182.0,9.09,1.604,7.62,2.935,1.494,0.88,0.383,0.276
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-11,ils,PAD-01-C01-F05,2018.1,8.41,1.17,5.35,3.271,1.466,0.794,0.339,0.146
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-12,refino,,1908.4,7.95,0.326,10.67,1.07,0.339,0.271,0.085,0.072
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-12,refino,,1831.7,7.63,0.326,10.86,0.925,0.307,0.294,0.089,0.072
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-12,refino,,1892.7,7.89,0.339,10.88,0.896,0.311,0.273,0.089,0.077
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-12,refino,,2179.6,9.08,0.339,10.57,1.042,0.327,0.298,0.086,0.067
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-12,refino,,1795.6,7.48,0.31,10.41,0.942,0.332,0.291,0.089,0.079
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-12,refino,,2086.4,8.69,0.321,11.21,1.037,0.355,0.314,0.086,0.074
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-12,refino,,2148.3,8.95,0.323,11.15,0.901,0.264,0.292,0.077,0.081
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-12,refino,,1795.7,7.48,0.331,10.54,1.082,0.344,0.263,0.076,0.074
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-12,ils,PAD-01-C01-F05,2186.8,9.11,3.449,5.69,2.707,0.894,0.77,0.34,0.113
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-12,ils,PAD-01-C01-F05,2037.5,8.49,3.249,4.0,2.072,0.752,0.411,0.166,0.206
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-13,refino,,1923.4,8.01,0.324,10.59,1.084,0.334,0.283,0.083,0.068
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-13,refino,,1946.1,8.11,0.336,10.43,1.006,0.322,0.271,0.076,0.07
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-13,refino,,1818.2,7.58,0.32,11.15,1.033,0.367,0.286,0.088,0.076
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-13,refino,,1880.0,7.83,0.318,10.85,1.048,0.339,0.274,0.092,0.068
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-13,refino,,2174.5,9.06,0.334,11.18,1.048,0.322,0.298,0.088,0.077
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-13,refino,,1901.7,7.92,0.314,10.63,0.985,0.326,0.31,0.089,0.076
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-13,refino,,1898.5,7.91,0.323,10.64,0.937,0.276,0.281,0.08,0.075
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-13,refino,,1818.3,7.58,0.317,10.32,1.017,0.336,0.281,0.078,0.08
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-13,ils,PAD-01-C01-F05,2026.4,8.44,2.698,6.66,3.516,2.0,0.644,0.376,0.107
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-13,ils,PAD-01-C01-F05,2053.3,8.56,1.998,4.03,3.889,2.18,0.562,0.499,0.129
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-14,refino,,2077.0,8.65,0.313,10.73,1.032,0.354,0.267,0.09,0.077
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-14,refino,,1928.7,8.04,0.333,11.06,1.009,0.333,0.304,0.092,0.075
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-14,refino,,2115.8,8.82,0.332,11.2,1.079,0.33,0.271,0.085,0.073
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-14,refino,,2021.0,8.42,0.334,11.28,0.973,0.331,0.273,0.085,0.067
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-14,refino,,1994.3,8.31,0.326,11.07,1.019,0.323,0.262,0.078,0.081
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-14,refino,,2161.1,9.0,0.318,10.56,0.977,0.331,0.282,0.077,0.072
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-14,refino,,1897.4,7.91,0.318,10.45,1.021,0.335,0.277,0.085,0.073
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-14,refino,,2110.8,8.79,0.339,10.42,1.065,0.362,0.301,0.082,0.071
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-14,ils,PAD-01-C01-F05,1795.8,7.48,3.456,7.03,2.506,1.161,0.336,0.169,0.206
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-14,ils,PAD-01-C01-F05,1998.5,8.33,2.968,7.29,3.004,1.636,0.361,0.376,0.229
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-15,refino,,2187.6,9.11,0.318,10.52,0.929,0.295,0.296,0.089,0.072
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-15,refino,,2043.0,8.51,0.324,11.19,1.003,0.313,0.302,0.089,0.073
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-15,refino,,2187.0,9.11,0.336,10.49,1.046,0.348,0.292,0.084,0.079
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-15,refino,,2037.0,8.49,0.325,10.33,0.979,0.345,0.303,0.076,0.079
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-15,refino,,2123.0,8.85,0.326,10.3,1.002,0.297,0.28,0.086,0.08
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-15,refino,,1936.1,8.07,0.336,11.27,0.895,0.276,0.302,0.088,0.072
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-15,refino,,2055.3,8.56,0.328,11.08,1.033,0.309,0.27,0.078,0.08
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-15,refino,,2157.6,8.99,0.334,10.4,1.004,0.307,0.283,0.08,0.078
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-15,ils,PAD-01-C01-F05,1851.1,7.71,2.615,8.92,3.218,1.042,1.117,0.357,0.164
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-15,ils,PAD-01-C01-F05,2056.4,8.57,3.198,6.39,2.828,1.232,0.365,0.415,0.082
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-16,refino,,1812.4,7.55,0.309,10.7,1.075,0.366,0.282,0.092,0.073
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-16,refino,,1903.8,7.93,0.322,10.51,1.066,0.338,0.299,0.082,0.079
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-16,refino,,2049.5,8.54,0.324,10.42,1.069,0.352,0.278,0.09,0.067
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-16,refino,,1918.7,7.99,0.325,10.64,0.985,0.306,0.269,0.076,0.069
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-16,refino,,2173.3,9.06,0.327,10.81,0.967,0.328,0.269,0.08,0.076
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-16,refino,,1984.4,8.27,0.333,11.25,1.053,0.322,0.267,0.078,0.078
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-16,refino,,2157.7,8.99,0.338,10.6,1.057,0.347,0.309,0.085,0.068
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-16,refino,,1825.1,7.6,0.339,10.74,0.96,0.304,0.283,0.092,0.067
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-16,ils,PAD-01-C01-F05,1841.0,7.67,2.974,6.75,1.821,0.565,0.502,0.204,0.054
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-16,ils,PAD-01-C01-F05,1879.6,7.83,2.846,8.28,3.746,1.562,0.587,0.5,0.242
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-17,refino,,2087.4,8.7,0.311,10.92,1.021,0.355,0.273,0.09,0.073
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-17,refino,,1832.0,7.63,0.311,10.49,0.946,0.308,0.305,0.079,0.081
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-17,refino,,1857.9,7.74,0.327,11.28,1.055,0.354,0.303,0.078,0.066
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-17,refino,,1966.5,8.19,0.311,10.66,0.935,0.33,0.312,0.089,0.077
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-17,refino,,1854.9,7.73,0.309,10.98,1.018,0.323,0.289,0.084,0.07
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-17,refino,,1918.7,7.99,0.321,10.93,1.08,0.355,0.304,0.089,0.068
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-17,refino,,2053.8,8.56,0.324,10.9,0.898,0.317,0.317,0.076,0.069
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-17,refino,,1865.3,7.77,0.333,10.92,0.926,0.321,0.282,0.083,0.072
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-17,ils,PAD-01-C01-F05,2001.3,8.34,2.2,5.37,2.561,1.466,0.753,0.467,0.188
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-17,ils,PAD-01-C01-F05,2099.9,8.75,1.734,7.95,2.161,0.661,0.445,0.109,0.287
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-18,refino,,1868.5,7.79,0.322,10.85,1.036,0.369,0.311,0.086,0.075
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-18,refino,,2033.9,8.47,0.326,10.34,1.029,0.35,0.291,0.09,0.076
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-18,refino,,1938.1,8.08,0.309,10.34,0.96,0.311,0.271,0.079,0.07
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-18,refino,,2104.6,8.77,0.333,10.69,0.925,0.278,0.266,0.082,0.067
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-18,refino,,1926.5,8.03,0.339,10.83,1.053,0.318,0.277,0.092,0.072
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-18,refino,,2051.9,8.55,0.34,10.87,0.951,0.312,0.264,0.078,0.066
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-18,refino,,2145.9,8.94,0.33,10.6,0.934,0.316,0.315,0.081,0.071
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-18,refino,,2134.0,8.89,0.337,11.27,0.949,0.286,0.287,0.081,0.079
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-18,ils,PAD-01-C01-F05,1808.1,7.53,2.585,8.53,3.942,1.951,1.155,0.13,0.14
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-18,ils,PAD-01-C01-F05,1797.0,7.49,3.453,8.51,1.57,0.48,0.63,0.203,0.262
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-19,refino,,2116.8,8.82,0.328,11.24,0.95,0.322,0.285,0.086,0.081
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-04-19,refino,,2185.9,9.11,0.325,10.9,1.068,0.382,0.306,0.077,0.071
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-04-19,refino,,2150.8,8.96,0.333,11.08,1.023,0.328,0.285,0.089,0.071
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-04-19,refino,,2066.5,8.61,0.331,11.19,0.954,0.326,0.267,0.078,0.072
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-04-19,refino,,1815.5,7.56,0.339,11.25,0.9,0.313,0.291,0.087,0.079
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-04-19,refino,,2023.5,8.43,0.312,10.28,0.989,0.351,0.294,0.082,0.067
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-04-19,refino,,2158.2,8.99,0.318,11.04,1.028,0.319,0.265,0.082,0.071
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-04-19,refino,,2072.6,8.64,0.334,10.52,0.995,0.295,0.274,0.088,0.078
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-04-19,ils,PAD-01-C01-F05,2103.0,8.76,1.356,6.76,2.557,1.528,0.889,0.474,0.086
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-04-19,ils,PAD-01-C01-F05,1973.2,8.22,2.929,5.84,3.081,1.397,1.193,0.17,0.284
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-04-20,refino,,1803.0,7.51,0.335,10.81,1.024,0.325,0.283,0.076,0.072
